"sifra_ko","obcina"
1877,"TRBOVLJE"
1878,"ZAGORJE OB SAVI"
1879,"ZAGORJE OB SAVI"
1880,"ZAGORJE OB SAVI"
1881,"ZAGORJE OB SAVI"
1882,"ZAGORJE OB SAVI"
1883,"ZAGORJE OB SAVI"
1884,"ZAGORJE OB SAVI"
1885,"ZAGORJE OB SAVI"
1886,"ZAGORJE OB SAVI"
1887,"ZAGORJE OB SAVI"
1888,"LITIJA"
1889,"ZAGORJE OB SAVI"
1890,"KAMNIK"
1891,"KAMNIK"
1892,"KAMNIK"
1893,"KAMNIK"
1894,"KAMNIK"
1895,"KAMNIK"
1896,"KAMNIK"
1897,"KAMNIK"
1898,"KAMNIK"
1899,"KAMNIK"
1900,"KAMNIK"
1901,"KOMENDA"
1902,"KOMENDA"
1902,"KRANJ"
1903,"KOMENDA"
1904,"KOMENDA"
1904,"KAMNIK"
1905,"KOMENDA"
1905,"KAMNIK"
1905,"LJUBLJANA"
1906,"KOMENDA"
1907,"KOMENDA"
1908,"KAMNIK"
1909,"KAMNIK"
1910,"KAMNIK"
1911,"KAMNIK"
1912,"KAMNIK"
1913,"KAMNIK"
1914,"KAMNIK"
1915,"KAMNIK"
1916,"KAMNIK"
1917,"KAMNIK"
1918,"KAMNIK"
1919,"KAMNIK"
1920,"KAMNIK"
1921,"KAMNIK"
1922,"KAMNIK"
1923,"KAMNIK"
1924,"ZAGORJE OB SAVI"
1924,"LUKOVICA"
1925,"LUKOVICA"
1926,"LUKOVICA"
1927,"LUKOVICA"
1928,"LUKOVICA"
1929,"LUKOVICA"
1930,"LUKOVICA"
1931,"LUKOVICA"
1932,"LUKOVICA"
1933,"LUKOVICA"
1934,"LUKOVICA"
1935,"DOMŽALE"
1936,"DOMŽALE"
1937,"DOMŽALE"
1938,"MENGEŠ"
1938,"DOMŽALE"
1939,"MENGEŠ"
1940,"DOMŽALE"
1940,"MENGEŠ"
1943,"DOMŽALE"
1944,"LJUBLJANA"
1944,"DOMŽALE"
1944,"LUKOVICA"
1945,"DOMŽALE"
1946,"LUKOVICA"
1946,"DOMŽALE"
1947,"LUKOVICA"
1948,"MORAVČE"
1949,"MORAVČE"
1950,"MORAVČE"
1951,"MORAVČE"
1952,"MORAVČE"
1953,"MORAVČE"
1954,"MORAVČE"
1955,"MORAVČE"
1956,"DOMŽALE"
1956,"MORAVČE"
1957,"DOMŽALE"
1957,"MORAVČE"
1958,"DOMŽALE"
1959,"DOMŽALE"
1961,"KRANJ"
1961,"TRZIN"
1961,"DOMŽALE"
1962,"DOMŽALE"
1963,"DOMŽALE"
1964,"DOMŽALE"
1965,"DOMŽALE"
1966,"DOMŽALE"
1967,"MEDVODE"
1968,"MEDVODE"
1969,"VODICE"
1970,"MEDVODE"
1971,"MEDVODE"
1972,"MEDVODE"
1973,"LJUBLJANA"
1973,"MEDVODE"
1974,"MEDVODE"
1975,"MEDVODE"
1976,"LJUBLJANA"
1976,"DOMŽALE"
1976,"MEDVODE"
1977,"MEDVODE"
1978,"MEDVODE"
1979,"MEDVODE"
1980,"MEDVODE"
1981,"MEDVODE"
1982,"LJUBLJANA"
1982,"DOBROVA-POLHOV GRADEC"
1983,"DOBROVA-POLHOV GRADEC"
1983,"MEDVODE"
1984,"DOBROVA-POLHOV GRADEC"
1985,"DOBROVA-POLHOV GRADEC"
1986,"DOBROVA-POLHOV GRADEC"
1987,"DOBROVA-POLHOV GRADEC"
1988,"DOBROVA-POLHOV GRADEC"
1989,"DOBROVA-POLHOV GRADEC"
1990,"HORJUL"
1991,"HORJUL"
1992,"HORJUL"
1993,"HORJUL"
1994,"DOBROVA-POLHOV GRADEC"
1994,"LJUBLJANA"
1995,"DOBROVA-POLHOV GRADEC"
1995,"LJUBLJANA"
1996,"LOG-DRAGOMER"
1996,"VRHNIKA"
1997,"VRHNIKA"
1998,"VRHNIKA"
1999,"VRHNIKA"
2000,"VRHNIKA"
2001,"VRHNIKA"
2002,"VRHNIKA"
2003,"VRHNIKA"
2004,"VRHNIKA"
2004,"BOROVNICA"
2005,"BOROVNICA"
2006,"BOROVNICA"
2007,"LOGATEC"
2008,"LOGATEC"
2009,"LOGATEC"
2010,"LOGATEC"
2011,"LOGATEC"
2012,"LOGATEC"
2013,"LOGATEC"
2015,"LOGATEC"
2016,"LOGATEC"
2017,"KAMNIK"
2017,"LOGATEC"
2017,"POSTOJNA"
2018,"LOGATEC"
2019,"LOGATEC"
2020,"ŽIRI"
2021,"ŽIRI"
2022,"ŽIRI"
2023,"ŽIRI"
2024,"ŽIRI"
2025,"ŽIRI"
2026,"ŠKOFJA LOKA"
2027,"ŠKOFJA LOKA"
2028,"ŠKOFJA LOKA"
2029,"ŠKOFJA LOKA"
2030,"ŠKOFJA LOKA"
2031,"ŠKOFJA LOKA"
2032,"ŠKOFJA LOKA"
2033,"ŠKOFJA LOKA"
2034,"ŠKOFJA LOKA"
2035,"ŠKOFJA LOKA"
2036,"ŠKOFJA LOKA"
2037,"GORENJA VAS-POLJANE"
2038,"GORENJA VAS-POLJANE"
2039,"GORENJA VAS-POLJANE"
2040,"GORENJA VAS-POLJANE"
2040,"ŠKOFJA LOKA"
2041,"ŠKOFJA LOKA"
2042,"ŠKOFJA LOKA"
2043,"ŠKOFJA LOKA"
2044,"ŠKOFJA LOKA"
2045,"ŠKOFJA LOKA"
2046,"GORENJA VAS-POLJANE"
2046,"ŠKOFJA LOKA"
2047,"GORENJA VAS-POLJANE"
2048,"GORENJA VAS-POLJANE"
2049,"GORENJA VAS-POLJANE"
2050,"GORENJA VAS-POLJANE"
2051,"GORENJA VAS-POLJANE"
2052,"GORENJA VAS-POLJANE"
2054,"ŽIRI"
2055,"GORENJA VAS-POLJANE"
2056,"GORENJA VAS-POLJANE"
2057,"GORENJA VAS-POLJANE"
2057,"IVANČNA GORICA"
2058,"GORENJA VAS-POLJANE"
2058,"ŠKOFJA LOKA"
2059,"GORENJA VAS-POLJANE"
2060,"ŽELEZNIKI"
2061,"ŽELEZNIKI"
2062,"ŽELEZNIKI"
2063,"ŽELEZNIKI"
2064,"ŽELEZNIKI"
2065,"ŠKOFJA LOKA"
2065,"ŽELEZNIKI"
2066,"ŽELEZNIKI"
2067,"ŠKOFJA LOKA"
2068,"ŠKOFJA LOKA"
2069,"ŠKOFJA LOKA"
2069,"LENART"
2070,"ŽELEZNIKI"
2071,"ŽELEZNIKI"
2072,"ŽELEZNIKI"
2073,"ŽELEZNIKI"
2074,"ŽELEZNIKI"
2075,"ŽELEZNIKI"
2076,"JEZERSKO"
2077,"JEZERSKO"
2078,"CERKLJE NA GORENJSKEM"
2078,"PREDDVOR"
2079,"CERKLJE NA GORENJSKEM"
2079,"KAMNIK"
2080,"CERKLJE NA GORENJSKEM"
2081,"ŠENČUR"
2082,"PREDDVOR"
2083,"PREDDVOR"
2084,"PREDDVOR"
2085,"KRANJ"
2086,"KRANJ"
2087,"KRANJ"
2088,"KRANJ"
2089,"KRANJ"
2090,"KRANJ"
2092,"NAKLO"
2093,"NAKLO"
2093,"MARIBOR"
2094,"NAKLO"
2095,"NAKLO"
2096,"NAKLO"
2097,"NAKLO"
2098,"KRANJ"
2099,"NAKLO"
2100,"KRANJ"
2101,"KRANJ"
2102,"KRANJ"
2103,"KRANJ"
2104,"ŠKOFJA LOKA"
2104,"KRANJ"
2105,"KRANJ"
2106,"ŠENČUR"
2107,"ŠENČUR"
2108,"CERKLJE NA GORENJSKEM"
2109,"CERKLJE NA GORENJSKEM"
2110,"CERKLJE NA GORENJSKEM"
2111,"CERKLJE NA GORENJSKEM"
2112,"CERKLJE NA GORENJSKEM"
2113,"CERKLJE NA GORENJSKEM"
2114,"CERKLJE NA GORENJSKEM"
2115,"CERKLJE NA GORENJSKEM"
2116,"CERKLJE NA GORENJSKEM"
2117,"CERKLJE NA GORENJSKEM"
2118,"CERKLJE NA GORENJSKEM"
2119,"ŠENČUR"
2120,"KRANJ"
2121,"KRANJ"
2122,"KRANJ"
2123,"KRANJ"
2124,"KRANJ"
2124,"ŠENČUR"
2125,"ŠENČUR"
2126,"ŠENČUR"
2127,"KRANJ"
2128,"KRANJ"
2129,"KRANJ"
2130,"KRANJ"
2131,"KRANJ"
2132,"KRANJ"
2133,"ŠKOFJA LOKA"
2134,"KRANJ"
2135,"KRANJ"
2136,"KRANJ"
2137,"KRANJ"
2138,"KRANJ"
2139,"KRANJ"
2140,"KRANJ"
2141,"TRŽIČ"
2142,"TRŽIČ"
2143,"TRŽIČ"
2144,"TRŽIČ"
2145,"TRŽIČ"
2146,"TRŽIČ"
2147,"TRŽIČ"
2148,"TRŽIČ"
2149,"TRŽIČ"
2150,"TRŽIČ"
2151,"RADOVLJICA"
2152,"RADOVLJICA"
2153,"RADOVLJICA"
2154,"RADOVLJICA"
2155,"RADOVLJICA"
2156,"RADOVLJICA"
2157,"RADOVLJICA"
2158,"RADOVLJICA"
2159,"RADOVLJICA"
2160,"RADOVLJICA"
2161,"RADOVLJICA"
2162,"RADOVLJICA"
2163,"RADOVLJICA"
2164,"RADOVLJICA"
2164,"BOHINJ"
2165,"RADOVLJICA"
2166,"RADOVLJICA"
2167,"KRANJSKA GORA"
2168,"KRANJSKA GORA"
2169,"KRANJSKA GORA"
2170,"JESENICE"
2170,"KRANJSKA GORA"
2171,"JESENICE"
2171,"KRANJSKA GORA"
2172,"JESENICE"
2173,"JESENICE"
2174,"JESENICE"
2175,"JESENICE"
2175,"ŽIROVNICA"
2176,"JESENICE"
2177,"JESENICE"
2178,"JESENICE"
2179,"JESENICE"
2180,"JESENICE"
2180,"ŽIROVNICA"
2181,"ŽIROVNICA"
2182,"ŽIROVNICA"
2183,"BLED"
2183,"RADOVLJICA"
2184,"BLED"
2184,"GORJE"
2185,"GORJE"
2186,"GORJE"
2187,"GORJE"
2188,"GORJE"
2189,"BLED"
2190,"BLED"
2191,"BLED"
2191,"RADOVLJICA"
2192,"BLED"
2193,"BLED"
2194,"BLED"
2195,"BOHINJ"
2196,"BOHINJ"
2197,"BOHINJ"
2198,"BOHINJ"
2199,"BOHINJ"
2200,"BOHINJ"
2201,"BOHINJ"
2202,"BOHINJ"
2203,"BOVEC"
2204,"BOVEC"
2205,"BOVEC"
2206,"BOVEC"
2207,"BOVEC"
2208,"BOVEC"
2209,"BOVEC"
2210,"BOVEC"
2211,"BOVEC"
2212,"BOVEC"
2213,"BOVEC"
2214,"KOBARID"
2215,"KOBARID"
2216,"KOBARID"
2217,"KOBARID"
2218,"KOBARID"
2219,"KOBARID"
2220,"KOBARID"
2221,"KOBARID"
2222,"KOBARID"
2223,"KOBARID"
2224,"KOBARID"
2225,"KOBARID"
2226,"KOBARID"
2226,"TOLMIN"
2227,"KOBARID"
2228,"KOBARID"
2229,"KOBARID"
2230,"KOBARID"
2231,"TOLMIN"
2232,"TOLMIN"
2233,"TOLMIN"
2234,"TOLMIN"
2235,"TOLMIN"
2236,"TOLMIN"
2237,"TOLMIN"
2238,"TOLMIN"
2239,"TOLMIN"
2240,"TOLMIN"
2241,"TOLMIN"
2242,"TOLMIN"
2243,"TOLMIN"
2244,"TOLMIN"
2245,"TOLMIN"
2246,"TOLMIN"
2247,"TOLMIN"
2248,"TOLMIN"
2249,"TOLMIN"
2250,"TOLMIN"
2251,"TOLMIN"
2252,"TOLMIN"
2253,"TOLMIN"
2254,"TOLMIN"
2255,"TOLMIN"
2256,"TOLMIN"
2257,"TOLMIN"
2258,"TOLMIN"
2259,"TOLMIN"
2260,"TOLMIN"
2261,"TOLMIN"
2262,"KANAL"
2263,"KANAL"
2264,"KANAL"
2265,"KANAL"
2266,"KANAL"
2267,"KANAL"
2268,"KANAL"
2269,"KANAL"
2270,"KANAL"
2271,"KANAL"
2272,"KANAL"
2273,"KANAL"
2274,"KANAL"
2275,"KANAL"
2276,"NOVA GORICA"
2276,"KANAL"
2277,"BRDA"
2278,"BRDA"
2279,"BRDA"
2280,"BRDA"
2281,"BRDA"
2282,"BRDA"
2283,"BRDA"
2284,"BRDA"
2285,"BRDA"
2286,"BRDA"
2287,"BRDA"
2288,"BRDA"
2289,"BRDA"
2290,"BRDA"
2291,"BRDA"
2293,"NOVA GORICA"
2294,"NOVA GORICA"
2295,"NOVA GORICA"
2296,"NOVA GORICA"
2297,"NOVA GORICA"
2298,"NOVA GORICA"
2299,"NOVA GORICA"
2300,"NOVA GORICA"
2301,"NOVA GORICA"
2302,"NOVA GORICA"
2303,"NOVA GORICA"
2304,"NOVA GORICA"
2306,"NOVA GORICA"
2306,"ŠEMPETER-VRTOJBA"
2307,"NOVA GORICA"
2308,"NOVA GORICA"
2309,"NOVA GORICA"
2310,"NOVA GORICA"
2311,"NOVA GORICA"
2312,"NOVA GORICA"
2313,"NOVA GORICA"
2314,"NOVA GORICA"
2314,"RENČE-VOGRSKO"
2315,"ŠEMPETER"
2315,"ŠEMPETER-VRTOJBA"
2315,"RENČE-VOGRSKO"
2316,"MIREN-KOSTANJEVICA"
2316,"RENČE-VOGRSKO"
2316,"ŠEMPETER-VRTOJBA"
2318,"MIREN-KOSTANJEVICA"
2319,"RENČE-VOGRSKO"
2320,"NOVA GORICA"
2320,"RENČE-VOGRSKO"
2321,"NOVA GORICA"
2321,"RENČE-VOGRSKO"
2322,"NOVA GORICA"
2322,"RENČE-VOGRSKO"
2323,"MIREN-KOSTANJEVICA"
2324,"MIREN-KOSTANJEVICA"
2325,"MIREN-KOSTANJEVICA"
2326,"KRANJ"
2327,"MIREN-KOSTANJEVICA"
2328,"MIREN-KOSTANJEVICA"
2329,"MIREN-KOSTANJEVICA"
2330,"MIREN-KOSTANJEVICA"
2331,"MIREN-KOSTANJEVICA"
2332,"MIREN-KOSTANJEVICA"
2333,"MIREN-KOSTANJEVICA"
2334,"MIREN-KOSTANJEVICA"
2335,"NOVA GORICA"
2335,"RENČE-VOGRSKO"
2336,"NOVA GORICA"
2337,"CERKNO"
2338,"CERKNO"
2339,"CERKNO"
2340,"CERKNO"
2341,"CERKNO"
2342,"CERKNO"
2343,"CERKNO"
2344,"CERKNO"
2345,"CERKNO"
2346,"CERKNO"
2347,"CERKNO"
2348,"CERKNO"
2349,"CERKNO"
2350,"IDRIJA"
2350,"CERKNO"
2352,"IDRIJA"
2353,"IDRIJA"
2354,"IDRIJA"
2355,"IDRIJA"
2356,"IDRIJA"
2357,"IDRIJA"
2358,"IDRIJA"
2359,"IDRIJA"
2360,"IDRIJA"
2361,"IDRIJA"
2362,"IDRIJA"
2363,"IDRIJA"
2364,"IDRIJA"
2365,"IDRIJA"
2366,"IDRIJA"
2367,"IDRIJA"
2368,"IDRIJA"
2369,"IDRIJA"
2370,"AJDOVŠČINA"
2371,"AJDOVŠČINA"
2372,"AJDOVŠČINA"
2373,"AJDOVŠČINA"
2374,"AJDOVŠČINA"
2375,"AJDOVŠČINA"
2376,"AJDOVŠČINA"
2378,"VIPAVA"
2379,"AJDOVŠČINA"
2380,"AJDOVŠČINA"
2381,"AJDOVŠČINA"
2382,"AJDOVŠČINA"
2383,"AJDOVŠČINA"
2384,"AJDOVŠČINA"
2385,"AJDOVŠČINA"
2386,"AJDOVŠČINA"
2387,"AJDOVŠČINA"
2388,"AJDOVŠČINA"
2389,"AJDOVŠČINA"
2390,"AJDOVŠČINA"
2391,"AJDOVŠČINA"
2392,"AJDOVŠČINA"
2393,"AJDOVŠČINA"
2394,"AJDOVŠČINA"
2395,"AJDOVŠČINA"
2396,"AJDOVŠČINA"
2397,"AJDOVŠČINA"
2398,"VIPAVA"
2399,"AJDOVŠČINA"
2400,"VIPAVA"
2401,"VIPAVA"
2402,"VIPAVA"
2402,"AJDOVŠČINA"
2403,"VIPAVA"
2404,"VIPAVA"
2405,"VIPAVA"
2406,"VIPAVA"
2407,"VIPAVA"
2408,"KOMEN"
2409,"KOMEN"
2410,"KOMEN"
2411,"KOMEN"
2412,"KOMEN"
2413,"KOMEN"
2414,"KOMEN"
2415,"KOMEN"
2416,"KOMEN"
2417,"KOMEN"
2418,"KOMEN"
2419,"KOMEN"
2420,"SEŽANA"
2420,"KOMEN"
2421,"SEŽANA"
2422,"SEŽANA"
2423,"KOMEN"
2423,"SEŽANA"
2424,"KOMEN"
2425,"KOMEN"
2426,"SEŽANA"
2426,"KOMEN"
2427,"SEŽANA"
2429,"KOMEN"
2429,"SEŽANA"
2430,"SEŽANA"
2431,"SEŽANA"
2432,"SEŽANA"
2434,"SEŽANA"
2435,"SEŽANA"
2436,"SEŽANA"
2437,"SEŽANA"
2438,"SEŽANA"
2439,"SEŽANA"
2440,"SEŽANA"
2441,"DIVAČA"
2442,"SEŽANA"
2443,"DIVAČA"
2444,"DIVAČA"
2445,"DIVAČA"
2446,"DIVAČA"
2447,"DIVAČA"
2448,"DIVAČA"
2449,"DIVAČA"
2450,"DIVAČA"
2451,"DIVAČA"
2452,"DIVAČA"
2453,"SEŽANA"
2454,"SEŽANA"
2455,"SEŽANA"
2456,"SEŽANA"
2457,"SEŽANA"
2458,"SEŽANA"
2459,"SEŽANA"
2460,"DIVAČA"
2461,"DIVAČA"
2462,"DIVAČA"
2463,"DIVAČA"
2464,"DIVAČA"
2465,"DIVAČA"
2466,"DIVAČA"
2467,"DIVAČA"
2468,"DIVAČA"
2469,"POSTOJNA"
2470,"LOGATEC"
2470,"POSTOJNA"
2471,"POSTOJNA"
2472,"POSTOJNA"
2473,"POSTOJNA"
2474,"POSTOJNA"
2475,"POSTOJNA"
2476,"POSTOJNA"
2477,"POSTOJNA"
2478,"POSTOJNA"
2479,"POSTOJNA"
2480,"POSTOJNA"
2481,"POSTOJNA"
2482,"POSTOJNA"
2483,"POSTOJNA"
2484,"POSTOJNA"
2485,"POSTOJNA"
2486,"POSTOJNA"
2487,"POSTOJNA"
2488,"POSTOJNA"
2489,"POSTOJNA"
2490,"POSTOJNA"
2491,"POSTOJNA"
2492,"POSTOJNA"
2493,"PIVKA"
2494,"POSTOJNA"
2494,"PIVKA"
2495,"PIVKA"
2496,"POSTOJNA"
2496,"PIVKA"
2497,"PIVKA"
2498,"PIVKA"
2499,"PIVKA"
2500,"PIVKA"
2501,"PIVKA"
2502,"PIVKA"
2503,"PIVKA"
2504,"PIVKA"
2505,"PIVKA"
2506,"PIVKA"
2507,"PIVKA"
2508,"ILIRSKA BISTRICA"
2509,"ILIRSKA BISTRICA"
2510,"ILIRSKA BISTRICA"
2511,"ILIRSKA BISTRICA"
2512,"ILIRSKA BISTRICA"
2513,"ILIRSKA BISTRICA"
2515,"ILIRSKA BISTRICA"
2516,"ILIRSKA BISTRICA"
2517,"ILIRSKA BISTRICA"
2518,"ILIRSKA BISTRICA"
2519,"ILIRSKA BISTRICA"
2520,"ILIRSKA BISTRICA"
2521,"ILIRSKA BISTRICA"
2522,"ILIRSKA BISTRICA"
2523,"ILIRSKA BISTRICA"
2524,"ILIRSKA BISTRICA"
2525,"ILIRSKA BISTRICA"
2526,"ILIRSKA BISTRICA"
2527,"ILIRSKA BISTRICA"
2528,"ILIRSKA BISTRICA"
2529,"ILIRSKA BISTRICA"
2530,"ILIRSKA BISTRICA"
2531,"ILIRSKA BISTRICA"
2532,"ILIRSKA BISTRICA"
2533,"ILIRSKA BISTRICA"
2534,"ILIRSKA BISTRICA"
2535,"ILIRSKA BISTRICA"
2536,"ILIRSKA BISTRICA"
2537,"ILIRSKA BISTRICA"
2539,"ILIRSKA BISTRICA"
2540,"ILIRSKA BISTRICA"
2541,"ILIRSKA BISTRICA"
2542,"ILIRSKA BISTRICA"
2543,"ILIRSKA BISTRICA"
2544,"ILIRSKA BISTRICA"
2545,"ILIRSKA BISTRICA"
2546,"ILIRSKA BISTRICA"
2547,"ILIRSKA BISTRICA"
2548,"ILIRSKA BISTRICA"
2549,"ILIRSKA BISTRICA"
2550,"ILIRSKA BISTRICA"
2551,"ILIRSKA BISTRICA"
2552,"ILIRSKA BISTRICA"
2553,"HRPELJE-KOZINA"
2554,"HRPELJE-KOZINA"
2555,"HRPELJE-KOZINA"
2557,"HRPELJE-KOZINA"
2558,"HRPELJE-KOZINA"
2559,"HRPELJE-KOZINA"
2560,"HRPELJE-KOZINA"
2561,"HRPELJE-KOZINA"
2562,"HRPELJE-KOZINA"
2563,"HRPELJE-KOZINA"
2564,"ILIRSKA BISTRICA"
2565,"ILIRSKA BISTRICA"
2566,"ILIRSKA BISTRICA"
2567,"ILIRSKA BISTRICA"
2568,"ILIRSKA BISTRICA"
2569,"HRPELJE-KOZINA"
2570,"HRPELJE-KOZINA"
2571,"HRPELJE-KOZINA"
2572,"HRPELJE-KOZINA"
2573,"HRPELJE-KOZINA"
2574,"HRPELJE-KOZINA"
2575,"HRPELJE-KOZINA"
2576,"HRPELJE-KOZINA"
2577,"ILIRSKA BISTRICA"
2578,"ILIRSKA BISTRICA"
2579,"ILIRSKA BISTRICA"
2580,"ILIRSKA BISTRICA"
2581,"HRPELJE-KOZINA"
2582,"HRPELJE-KOZINA"
2583,"KOPER"
2584,"KOPER"
2585,"KOPER"
2585,"KAMNIK"
2589,"KOPER"
2590,"ANKARAN"
2590,"KOPER"
2592,"ANKARAN"
2592,"KOPER"
2593,"ANKARAN"
2593,"KOPER"
2594,"ANKARAN"
2594,"KOPER"
2595,"KOPER"
2596,"KOPER"
2597,"KOPER"
2598,"KOPER"
2599,"KOPER"
2600,"KOPER"
2601,"KOPER"
2602,"KOPER"
2603,"KOPER"
2604,"KOPER"
2605,"KOPER"
2606,"KOPER"
2607,"KOPER"
2608,"KOPER"
2609,"KOPER"
2610,"KOPER"
2611,"KOPER"
2612,"KOPER"
2613,"KOPER"
2614,"KOPER"
2615,"KOPER"
2616,"KOPER"
2617,"KOPER"
2618,"KOPER"
2619,"KOPER"
2620,"KOPER"
2621,"KOPER"
2622,"KOPER"
2623,"KOPER"
2624,"KOPER"
2625,"KOPER"
2626,"IZOLA"
2628,"IZOLA"
2629,"IZOLA"
2630,"PIRAN"
2631,"PIRAN"
2632,"PIRAN"
2633,"PIRAN"
2634,"PIRAN"
2635,"ROGAŠKA SLATINA"
2636,"LJUBLJANA"
2637,"JESENICE"
2638,"JESENICE"
2639,"CELJE"
2640,"HRASTNIK"
2641,"ZAGORJE OB SAVI"
2642,"GROSUPLJE"
2643,"KRIŽEVCI"
2645,"MISLINJA"
2646,"MISLINJA"
2647,"ŠENTJUR"
2649,"ZAGORJE OB SAVI"
2650,"LAŠKO"
2651,"LAŠKO"
2652,"ŠTORE"
2653,"DOMŽALE"
2654,"ŠMARTNO PRI LITIJI"
2655,"ŠMARTNO PRI LITIJI"
2656,"LITIJA"
2657,"LITIJA"
2658,"KOZJE"
2659,"ŠMARJE PRI JELŠAH"
2660,"ŠMARJE PRI JELŠAH"
2661,"SLOVENSKA BISTRICA"
2662,"SEVNICA"
2663,"NOVA GORICA"
2664,"NOVA GORICA"
2665,"ŠENTILJ"
2666,"LENART"
2667,"SELNICA OB DRAVI"
2668,"KAMNIK"
2669,"VELENJE"
2670,"DOBJE"
2671,"ŠENTJUR"
2672,"ŠENTJUR"
2673,"BREŽICE"
2674,"MARIBOR"
2675,"ČRNOMELJ"
2676,"ČRNOMELJ"
2677,"LJUBLJANA"
2678,"LJUBLJANA"
2679,"LJUBLJANA"
2680,"LJUBLJANA"
2681,"LJUBLJANA"
2682,"LJUBLJANA"
2683,"LJUBLJANA"
2684,"ŠKOFLJICA"
2685,"HRASTNIK"
2686,"RADEČE"
2687,"HRASTNIK"
2688,"HRASTNIK"
2689,"TRBOVLJE"
2690,"TRBOVLJE"
2691,"KAMNIK"
2692,"VRHNIKA"
2693,"LOGATEC"
2695,"KRANJ"
2696,"IDRIJA"
2697,"TOLMIN"
2698,"TOLMIN"
2699,"TOLMIN"
2700,"CERKNICA"
2701,"KOMEN"
2702,"KOMEN"
2703,"JESENICE"
2703,"LOGATEC"
2704,"PIVKA"
2705,"LOŠKA DOLINA"
2706,"LJUBLJANA"
2707,"TRBOVLJE"
2708,"ZAGORJE OB SAVI"
2711,"RUŠE"
2712,"MARIBOR"
2713,"MARIBOR"
2715,"IZOLA"
