ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,INTERNA_OZNAKA_ODDANIH_PROSTOROV,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_ODDANIH_PROSTOROV,OPREMLJENOST_ODDANIH_PROSTOROV,MIKROLOKACIJA_ODDANIH_PROSTOROV,IZLOZBA,NAKUPOVALNI_CENTER,POVRSINA_ODDANIH_PROSTOROV,POVRSINA_ODDANIH_PROSTOROV_ENAKA_DELU_STAVBE,POGODBENA_NAJEMNINA_POSAMEZNIH_ODDANIH_PROSTOROV,OPOMBE_O_ODDANIH_PROSTORIH,LETO_IZGRADNJE_STAVBE,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA_DELA_STAVBE,PROSTORI_DELA_STAVBE,UPORABNA_POVRSINA_ODDANIH_PROSTOROV,GOSTINSKI_VRT,VKLJUCENOST_GOSTINSKEGA_VRTA_V_NAJEMNINO,POVRSINA_GOSTINSKEGA_VRTA,E_CENTROID,N_CENTROID,LETO
891957,659,TABOR,MARIBOR,412,222,4,MARIBOR,LJUBLJANSKA ULICA,9,,222,5,0,3,,,26.8,,,,1980,9 - poslovni del stavbe,nadstropje,,26.8,26.8, poslovni prostor,26.8,,,,549594.53,157231.78,2025
891863,1077,CELJE,CELJE,1697,4,,CELJE,LJUBLJANSKA CESTA,1,b,4,8,0,2,,,9.4,,,,1989,9 - poslovni del stavbe,pritličje,,9.4,9.4, poslovni prostor,9.4,,,,520136.85,121137.8,2025
891878,1738,DRAVLJE,LJUBLJANA,835,1,,LJUBLJANA,ULICA FRANCA MLAKARJA,12,,1,2,1,,,,32.8,,,,1975,2 - Stanovanje,pritličje,,32.8,30.8, bivalni prostor | klet,30.8,,,,458753.86,103860.59,2025
891917,2144,BISTRICA,TRŽIČ,920,2,,,,,,,14,0,,,,10,,,,1911,17 - del stavbe za industrijsko rabo,pritličje,,736,736, proizvodni in skladiščni prostor,10,,,,446078.99,135672.32,2025
891892,1725,AJDOVŠČINA,LJUBLJANA,346,19,,LJUBLJANA,DALMATINOVA ULICA,2,,19,5,1,3,,,24,,,,1963,1220301 - Poslovni prostori,nadstropje,,486.7,380, poslovni prostor,,,,,461704.21,101686.19,2025
891927,1456,NOVO MESTO,NOVO MESTO,10299,1,,NOVO MESTO,KOLODVORSKA ULICA,4,,,5,0,3,,,60,,,,2004,10 - Trgovski del stavbe,pritličje,,5408.4,2611.4," garažni parkirni prostor | lokal, prodajalna | odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",,,,,512017.84,74760.04,2025
891908,680,TEZNO,MARIBOR,3716,3,,MARIBOR,ZAGREBŠKA CESTA,83,A,,14,0,,,,15.6,,,,1995,38 - Skupne sanitarije,pritličje,,15.6,15.6, skupne sanitarije,15.6,,,,550846.36,154993.28,2025
891876,2528,KOSEZE,ILIRSKA BISTRICA,116,1,,KOSEZE,,16,,1,1,1,,,,86.5,,,,1767,1 - stanovanje v enostanovanjski stavbi,pritličje,,86.5,86.5, bivalni prostor,86.5,,,,440793.74,46168.3,2025
891853,2630,PIRAN,PIRAN,1214,1,,,,,,,8,1,2,,,35,,,,1980,10 - trgovski del stavbe,pritličje,,35,35," lokal, prodajalna",35,,,,388567.25,42697.2,2025
891856,2630,PIRAN,PIRAN,1214,1,,,,,,,8,1,2,,,35,,,,1980,10 - trgovski del stavbe,pritličje,,35,35," lokal, prodajalna",35,,,,388567.25,42697.2,2025
891932,1095,VITANJE,VITANJE,266,2,,VITANJE,DOLIŠKA CESTA,24,A,,15,1,,,,23,,,,1980,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,nadstropje,,270,270, bivalni prostor,23,,,,522902.33,138406.94,2025
891956,532,LENART V SLOVENSKIH GORICAH,LENART,1277,1,,LENART V SLOV. GORICAH,INDUSTRIJSKA ULICA,20,,,11,1,,,,700,,,,2003,21 - skladišče,pritličje,,700,700, proizvodni in skladiščni prostor,700,,,,564551.97,160762.89,2025
891957,659,TABOR,MARIBOR,412,220,2,MARIBOR,LJUBLJANSKA ULICA,9,,220,5,0,3,,,89.7,,,,1980,9 - poslovni del stavbe,nadstropje,,89.7,89.7, poslovni prostor,89.7,,,,549594.53,157231.78,2025
891863,1077,CELJE,CELJE,1697,9,,CELJE,LJUBLJANSKA CESTA,1,b,4,8,0,2,,,28.2,,,,1989,9 - poslovni del stavbe,nadstropje,,28.2,28.2, poslovni prostor,28.2,,,,520136.85,121137.8,2025
891865,2630,PIRAN,PIRAN,1346,1,,PIRAN,SAVUDRIJSKA ULICA,6,,,8,0,2,,,35.18,,,,1900,37 - skupni komunikacijski prostor,pritličje,,57.8,0, skupni komunikacijski prostor,35.18,,,,388065.55,44263.26,2025
891879,1725,AJDOVŠČINA,LJUBLJANA,346,19,"sredinska pisarna, 3. nad.",LJUBLJANA,DALMATINOVA ULICA,2,,19,5,0,3,,,32,,,,1963,9 - Poslovni del stavbe,nadstropje,,486.7,380, poslovni prostor,,,,,461704.21,101686.19,2025
892287,1738,DRAVLJE,LJUBLJANA,1394,315,,LJUBLJANA,CELOVŠKA CESTA,264,,315,16,1,,,,19.2,,,,1983,"1211101 - Hotel, motel",nadstropje,,19.2,19.2, bivalni prostor,19.2,,,,459572.35,105205.69,2025
892289,1738,DRAVLJE,LJUBLJANA,1394,49,124,LJUBLJANA,CELOVŠKA CESTA,264, ,49,16,1,,,,19.2,,,,1983,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,19.2,19.2, bivalni prostor,,,,,459572.35,105205.69,2025
892312,1035,JURKLOŠTER,LAŠKO,81,5,,JURKLOŠTER,,18,,5,2,0,,,,64.94,,,,1965,2 - stanovanje,nadstropje,,76.4,59.9," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,525774.68,106203.83,2025
892307,2002,VRHNIKA,VRHNIKA,3142,1,,VRHNIKA,POD HRUŠEVCO,48,C,,5,1,2,,,55,,,,1960,21 - Skladišče,,,1891.6,1891.6, proizvodni in skladiščni prostor,,,,,445197.73,92944.69,2025
892291,2316,VRTOJBA,ŠEMPETER-VRTOJBA,24,18,,VRTOJBA,MEDNARODNI PREHOD,1,,18,5,1,3,,,14,,,,1980,1220301 - Poslovni prostori,nadstropje,,141,141, poslovni prostor,14,,,,393554.05,87660.99,2025
892298,2679,GRADIŠČE II,LJUBLJANA,816,1,,LJUBLJANA,GROHARJEVA CESTA,2,,,15,1,,,,95,,,,1980,"43 - Šola, vrtec",pritličje,,668,598, poslovni prostor,,,,,460965.55,100838.62,2025
892313,1115,SLOVENSKE KONJICE,SLOVENSKE KONJICE,949,1,POSLOVNI PROSTOR V VEŽICI,,,,,,5,0,2,,,8.6,,,,1974,31 - del stavbe za pokopališko dejavnost,pritličje,,234,187.2, prostor za množično uporabo,8.6,,,,531961.19,133006.66,2025
892288,658,KOROŠKA VRATA,MARIBOR,1403,32,124,MARIBOR,GOSPOSVETSKA CESTA,19,B,32,2,1,,,,48.1,,,,1971,2 - Stanovanje,nadstropje,,48.1,42.1," bivalni prostor | klet | odprta terasa, balkon, loža",42.1,,,,548969.7,158099.51,2025
892311,1026,LAŠKO,LAŠKO,771,1,,,,,,,4,0,,,,13,,,,1975,15 - garaža,pritličje,,13,13, garaža,,,,,517984.59,112585.81,2025
892309,1736,BRINJE I,LJUBLJANA,1538,166,,,,,,166,4,0,,,,18.3,,,,1977,15 - garaža,nadstropje,,18.3,18.3, garaža,18.3,,,,462820.89,104464.9,2025
892315,2015,GORENJI LOGATEC,LOGATEC,429,15,,LOGATEC,TABOR,29,,15,2,1,,,,82.3,,,,1800,2 - stanovanje,pritličje,,82.3,78.2, bivalni prostor | klet,78.2,,,,438248.16,86057.4,2025
892310,1886,ZAGORJE-MESTO,ZAGORJE OB SAVI,1285,4,,ZAGORJE OB SAVI,POLJE,6,,4,2,0,,,,32.2,,,,1948,2 - stanovanje,pritličje,,32.2,30.7, bivalni prostor,,,,,499645.01,109925.47,2025
892314,1115,SLOVENSKE KONJICE,SLOVENSKE KONJICE,949,1,,,,,,,15,0,,,,10.4,,,,1974,31 - del stavbe za pokopališko dejavnost,pritličje,,234,187.2, prostor za množično uporabo,10.4,,,,531961.19,133006.66,2025
892301,1937,HOMEC,DOMŽALE,712,1,,PRESERJE PRI RADOMLJAH,GAJEVA ULICA,58,,,11,0,,,,490,,,,1995,9 - poslovni del stavbe,pritličje,,954,954, poslovni prostor,490,,,,469250.33,114765.81,2025
892305,1825,ZAGRADEC,IVANČNA GORICA,330,2,,ZAGRADEC,ZAGRADEC,31,,2,7,1,2,,,20,,,,1977,25 - del stavbe za zdravstveno oskrbo,pritličje,,208.2,208.2, poslovni prostor,20,,,,487175.97,80041.68,2025
892304,1825,ZAGRADEC,IVANČNA GORICA,330,2,,ZAGRADEC,ZAGRADEC,31,,2,7,1,2,,,60,,,,1977,25 - del stavbe za zdravstveno oskrbo,pritličje,,208.2,208.2, poslovni prostor,60,,,,487175.97,80041.68,2025
892295,1908,PODGORJE,KAMNIK,608,10,,KAMNIK,LJUBLJANSKA CESTA,43,a,10,11,0,,,,110.38,,,,1960,17 - del stavbe za industrijsko rabo,pritličje,,318.1,318.1, proizvodni in skladiščni prostor,110.38,,,,468843.91,118049.41,2025
892294,2100,KRANJ,KRANJ,517,82,,KRANJ,NAZORJEVA ULICA,3,,82,3,0,,,,13.13,,,,2007,16 - garažno parkirno mesto,klet,,1499.1,681.4, garažni parkirni prostor,13.13,,,,450346.63,123278.62,2025
892292,2304,NOVA GORICA,NOVA GORICA,1084,4,4,KROMBERK,ULICA VINKA VODOPIVCA,28,,4,8,0,2,,,144.4,,,,1987,10 - trgovski del stavbe,pritličje,,144.4,144.4," lokal, prodajalna",144.4,,,,396150.11,91779.66,2025
892296,2100,KRANJ,KRANJ,517,83,,KRANJ,NAZORJEVA ULICA,3,,83,3,0,,,,13.13,,,,2007,16 - garažno parkirno mesto,klet,,1499.1,683.2, garažni parkirni prostor,13.13,,,,450346.63,123278.62,2025
892297,2679,GRADIŠČE II,LJUBLJANA,816,1,,LJUBLJANA,GROHARJEVA CESTA,2,,,15,1,,,,95,,,,1980,"43 - Šola, vrtec",pritličje,,668,598, poslovni prostor,,,,,460965.55,100838.62,2025
891411,2112,ŠMARTNO,CERKLJE NA GORENJSKEM,294,2,,ŠMARTNO,,75,c,2,2,1,,,,47,,,,2023,2 - stanovanje,klet,,47.3,42, bivalni prostor | klet,42,,,,462479.86,123438.84,2025
891416,2416,ŠTANJEL,KOMEN,499,2,,,,,,2,2,1,,,,57.5,,,,2009,2 - stanovanje,pritličje,,57.5,54.6," bivalni prostor | odprta terasa, balkon, loža",54.6,,,,409722.23,76388.7,2025
891398,1482,RAGOVO,NOVO MESTO,447,1,,NOVO MESTO,ULICA ILKE VAŠTETOVE,24,,,1,1,,,,109.8,,,,1980,1 - Stanovanje v enostanovanjski stavbi,pritličje,,326.8,199.9," bivalni prostor | garaža | klet | odprta terasa, balkon, loža",79.6,,,,513907.96,73423.33,2025
891391,1138,ŠENTJUR PRI CELJU,ŠENTJUR,986,13,P.P-3,ŠENTJUR,CESTA LEONA DOBROTINŠKA,2,,8,6,1,2,,,24.5,,,,1990,9 - poslovni del stavbe,pritličje,,189.1,189.1, poslovni prostor,24.5,,,,530467.64,119564.61,2025
891414,657,MARIBOR GRAD,MARIBOR,2574,11,,MARIBOR,TRG LEONA ŠTUKLJA,5,,11,5,0,3,,,21.8,,,,1980,9 - Poslovni del stavbe,nadstropje,,21.8,21.8, poslovni prostor,21.8,,,,549719.65,157940.34,2025
891393,1138,ŠENTJUR PRI CELJU,ŠENTJUR,986,21,"P.N-34,33,32,31,28,29,30",ŠENTJUR,CESTA LEONA DOBROTINŠKA,2,,11,6,1,3,,,148.15,,,,1990,9 - poslovni del stavbe,nadstropje,,325.8,325.8, poslovni prostor,148.15,,,,530467.64,119564.61,2025
891395,2636,BEŽIGRAD,LJUBLJANA,3219,5,,LJUBLJANA,SMOLETOVA ULICA,16,,5,5,1,3,,,37.6,,,,1945,1220301 - Poslovni prostori,nadstropje,,37.6,37.6, poslovni prostor,,,,,461692.86,102546.78,2025
891382,1456,NOVO MESTO,NOVO MESTO,744,1,,NOVO MESTO,NOVI TRG,7,,,6,0,2,,,11.7,,,,1961,"49 - Banka, pošta, zavarovalnica",pritličje,,2060,1601.9, poslovni prostor,11.7,,,,512775.51,73899.69,2025
891405,1739,ZGORNJA ŠIŠKA,LJUBLJANA,785,12,,LJUBLJANA,CELOVŠKA CESTA,150,,12,5,0,3,,,36.2,,,,1970,1220301 - Poslovni prostori,nadstropje,,836.7,836.7, poslovni prostor,36.2,,,,460292.88,103871.9,2025
891390,2560,HRPELJE,HRPELJE-KOZINA,295,1,,KOZINA,KOLODVORSKA ULICA,4,,1,16,1,,,,12,,,,1993,1 - stanovanje v enostanovanjski stavbi,pritličje,,254.3,173.6," bivalni prostor | odprta terasa, balkon, loža | zaprta terasa, balkon, loža",12,,,,416838.45,52186.98,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,268,,,,,,268,3,0,,,,13.8,,,,2007,15 - Garaža,nadstropje,,13.8,13.8, garaža,13.8,,,,462012.04,104037.52,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,153,,,,,,153,3,0,,,,16.5,,,,2007,15 - Garaža,nadstropje,,16.5,16.5, garaža,16.5,,,,462012.04,104037.52,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,176,,,,,,176,3,0,,,,14.7,,,,2007,15 - Garaža,nadstropje,,14.7,14.7, garaža,14.7,,,,462012.04,104037.52,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,297,,,,,,297,3,0,,,,13.8,,,,2007,15 - Garaža,nadstropje,,13.8,13.8, garaža,13.8,,,,462012.04,104037.52,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,324,,,,,,324,3,0,,,,11.5,,,,2007,15 - Garaža,nadstropje,,11.5,11.5, garaža,11.5,,,,462012.04,104037.52,2025
891410,659,TABOR,MARIBOR,1435,1,,MARIBOR,ULICA PARIŠKE KOMUNE,19,,1,1,1,,,,100,,,,1894,47 - stanovanje v dvostanovanjski stavbi,pritličje,,186.6,156," bivalni prostor | klet | odprta terasa, balkon, loža | prostor z omejeno uporabo",100,,,,549153.24,156803.99,2025
891389,1138,ŠENTJUR PRI CELJU,ŠENTJUR,986,13,P.P-2,ŠENTJUR,CESTA LEONA DOBROTINŠKA,2,,8,6,1,2,,,15.4,,,,1990,9 - poslovni del stavbe,pritličje,,189.1,189.1, poslovni prostor,15.4,,,,530467.64,119564.61,2025
891401,2002,VRHNIKA,VRHNIKA,1460,10,,VRHNIKA,IDRIJSKA CESTA,26,,,11,0,,,,233.5,,,,1994,17 - del stavbe za industrijsko rabo,pritličje,,233.5,233.5, proizvodni in skladiščni prostor,233.5,,,,444684.55,91894.06,2025
891402,2605,KOPER,KOPER,1912,4,,KOPER,ANKARANSKA CESTA,5,c,4,5,0,2,,,30,,,,1999,10 - trgovski del stavbe,pritličje,,329.2,329.2," lokal, prodajalna",30,,,,401923.28,45768.39,2025
891412,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,3888,47,,LJUBLJANA,TBILISIJSKA ULICA,59,,7,5,1,2,,,202.5,,,,1997,25 - del stavbe za zdravstveno oskrbo,pritličje,,202.9,202.9, poslovni prostor,202.5,,,,459670.24,99861.95,2025
891384,1730,MOSTE,LJUBLJANA,630,35,,LJUBLJANA,LETALIŠKA CESTA,16,a,14,5,1,3,,,28.6,,,,1980,9 - poslovni del stavbe,nadstropje,,28.6,28.6, poslovni prostor,28.6,,,,465850.27,102499.89,2025
891383,1483,KANDIJA,NOVO MESTO,1393,1,0,Novo mesto,Jakčeva ulica,9,,1,2,0,,,,46.8,,,,1959,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,pritličje,,54.2,42.5, bivalni prostor | klet,,,,,513464.82,73602.02,2025
891396,2636,BEŽIGRAD,LJUBLJANA,2913,8,,LJUBLJANA,TOPNIŠKA ULICA,62,,8,2,1,,,,62.7,,,,1969,2 - stanovanje,nadstropje,,62.7,56.2," bivalni prostor | odprta terasa, balkon, loža",56.2,,,,462740.15,102749.36,2025
891392,2304,NOVA GORICA,NOVA GORICA,2736,9,,KROMBERK,INDUSTRIJSKA CESTA,4,F,9,6,0,3,,,17.5,,,,1970,9 - poslovni del stavbe,nadstropje,,17.5,17.5, poslovni prostor,17.5,,,,396620.87,91437.33,2025
891387,2636,BEŽIGRAD,LJUBLJANA,48,1,,LJUBLJANA,SLOVENČEVA ULICA,22,,,5,1,3,,,166,,,,1970,1220301 - Poslovni prostori,klet,,3313.9,3119, poslovni prostor,,,,,461805.75,104187.92,2025
891406,1739,ZGORNJA ŠIŠKA,LJUBLJANA,785,99,,LJUBLJANA,CELOVŠKA CESTA,150,,28,15,0,,,,262.8,,,,1970,9 - Poslovni del stavbe,nadstropje,,761.3,315.7, garažni parkirni prostor | poslovni prostor | proizvodni in skladiščni prostor | skupni komunikacijski prostor,262.8,,,,460289.59,103870.72,2025
891381,1456,NOVO MESTO,NOVO MESTO,744,1,,NOVO MESTO,NOVI TRG,7,,,6,1,1,,,69.8,,,,1961,"49 - banka, pošta, zavarovalnica",pritličje,,2060,1601.9, poslovni prostor,69.8,,,,512775.51,73899.69,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,186,,,,,,186,3,0,,,,16.5,,,,2007,15 - Garaža,nadstropje,,16.5,16.5, garaža,16.5,,,,462012.04,104037.52,2025
891397,1696,RUDNIK,LJUBLJANA,2604,1,,LJUBLJANA,CVETKOVA ULICA,29,,,5,1,3,,,251.16,,,"ZNESEK NAJEMNINE JE Z DDV-JEM 3278,14 ?",2003,1220301 - Poslovni prostori,pritličje,,1335.5,883.2, poslovni prostor,,,,,464142.42,98363.75,2025
891403,2615,LOKA,KOPER,2,1,,,,,,,11,0,,,,354,,,,1950,17 - del stavbe za industrijsko rabo,pritličje,,337.5,337.5, proizvodni in skladiščni prostor,354,,,,412202.01,45231.35,2025
891384,1730,MOSTE,LJUBLJANA,630,36,,LJUBLJANA,LETALIŠKA CESTA,16,a,14,5,1,3,,,16.4,,,,1980,9 - poslovni del stavbe,nadstropje,,16.4,16.4, poslovni prostor,16.4,,,,465850.27,102499.89,2025
891399,2626,IZOLA,IZOLA,158,10,,IZOLA,DREVORED 1.MAJA,3,,9,2,1,,,,22.9,,,,1905,2 - Stanovanje,nadstropje,,22.9,22.9, bivalni prostor,22.9,,,,395356.85,44887.73,2025
891394,2636,BEŽIGRAD,LJUBLJANA,3909,175,,,,,,175,3,0,,,,14.7,,,,2007,15 - Garaža,nadstropje,,14.7,14.7, garaža,14.7,,,,462012.04,104037.52,2025
891388,2636,BEŽIGRAD,LJUBLJANA,48,1,Taja Plut s.p.,LJUBLJANA,SLOVENČEVA ULICA,22,,,5,1,1,,,107.57,,,,1970,1220301 - Poslovni prostori,klet,,3313.9,3119, poslovni prostor,,,,,461805.75,104187.92,2025
891404,1756,ČRNUČE,LJUBLJANA,2046,1,,,,,,,8,1,2,,,128,,,,1960,21 - skladišče,pritličje,,2289,2289, proizvodni in skladiščni prostor,128,,,,464185.31,107412.62,2025
891413,2169,KRANJSKA GORA,KRANJSKA GORA,419,9,,KRANJSKA GORA,NASELJE SLAVKA ČERNETA,34,,21,2,1,,,,33.1,,,,1989,2 - stanovanje,nadstropje,,33.1,26.5," bivalni prostor | klet | odprta terasa, balkon, loža",26.5,,,,407091.83,150483.69,2025
891385,1456,NOVO MESTO,NOVO MESTO,385,14,0,Novo mesto,Seidlova cesta,20,,14,2,0,,,,27.8,,,,1983,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,28.8,26.8, bivalni prostor | klet,,,,,513290.85,74642.02,2025
891920,1095,VITANJE,VITANJE,266,2,,VITANJE,DOLIŠKA CESTA,24,A,,15,1,,,,23,,,,1980,1 - Stanovanje v enostanovanjski stavbi,nadstropje,,270,270, bivalni prostor,,,,,522902.33,138406.94,2025
891896,2144,BISTRICA,TRŽIČ,920,3,1 NAD,,,,,,14,0,,,,71,,,,1911,1230105 - prodajalna polizdelkov,nadstropje,,730,730," lokal, prodajalna",71,,,,446078.99,135672.32,2025
891889,1095,VITANJE,VITANJE,266,2,,VITANJE,DOLIŠKA CESTA,24,A,,15,1,,,,23,,,,1980,1 - stanovanje v enostanovanjski stavbi,nadstropje,,270,270, bivalni prostor,,,,,522902.33,138406.94,2025
891885,1725,AJDOVŠČINA,LJUBLJANA,346,19,,LJUBLJANA,DALMATINOVA ULICA,2,,19,5,0,3,,,41,,,,1963,9 - Poslovni del stavbe,nadstropje,,486.7,380, poslovni prostor,,,,,461704.21,101686.19,2025
891888,1725,AJDOVŠČINA,LJUBLJANA,346,19,,LJUBLJANA,DALMATINOVA ULICA,2,,19,5,0,3,,,61,,,,1963,9 - Poslovni del stavbe,nadstropje,,486.7,380, poslovni prostor,,,,,461704.21,101686.19,2025
891895,1725,AJDOVŠČINA,LJUBLJANA,346,15,,LJUBLJANA,DALMATINOVA ULICA,2,,15,5,0,3,,,16,,,,1963,1220301 - Poslovni prostori,nadstropje,,253.4,190.1, poslovni prostor,,,,,461704.21,101686.19,2025
891950,1095,VITANJE,VITANJE,266,2,,VITANJE,DOLIŠKA CESTA,24,A,,15,1,,,,23,,,"Oddaja istega prostora večim najemojemalcem, samo za občasno bivanje, ki niso na vožnji.",1980,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,nadstropje,,270,270, bivalni prostor,,,,,522902.33,138406.94,2025
891887,1725,AJDOVŠČINA,LJUBLJANA,346,15,,LJUBLJANA,DALMATINOVA ULICA,2,,15,5,0,3,,,24,,,,1963,9 - Poslovni del stavbe,nadstropje,,253.4,190.1, poslovni prostor,,,,,461704.21,101686.19,2025
891883,1725,AJDOVŠČINA,LJUBLJANA,346,19,,LJUBLJANA,DALMATINOVA ULICA,2,,19,5,0,3,,,41,,,,1963,9 - Poslovni del stavbe,nadstropje,,486.7,380, poslovni prostor,,,,,461704.21,101686.19,2025
891886,1095,VITANJE,VITANJE,266,2,,VITANJE,DOLIŠKA CESTA,24,A,,15,1,,,,23,,,,1980,1 - stanovanje v enostanovanjski stavbi,nadstropje,,270,270, bivalni prostor,,,,,522902.33,138406.94,2025
891933,1738,DRAVLJE,LJUBLJANA,1324,3,/,LJUBLJANA,STEGNE,25,a,3,5,0,3,,,65,,,,1980,9 - poslovni del stavbe,nadstropje,,1629,1157, poslovni prostor,65,,,,459924.03,105360.36,2025
891929,661,LIMBUŠ,MARIBOR,975,1,,,,,,,11,0,,,,2165,,,,1970,21 - skladišče,pritličje,,5431,5431, proizvodni in skladiščni prostor,2165,,,,545921.99,158039.43,2025
891841,199,ŠRATOVCI,RADENCI,545,2,,RADENCI,RADGONSKA CESTA,29,,,5,0,3,,,24.47,,,,1999,9 - poslovni del stavbe,nadstropje,,351.8,314.8, poslovni prostor,24.47,,,,579228.85,167618.31,2025
891884,2606,SEMEDELA,KOPER,106,27,,KOPER,TOMŠIČEVA ULICA,4,,23,7,1,3,,,30,,,,1967,25 - Del stavbe za zdravstveno oskrbo,nadstropje,,170.6,170.6, poslovni prostor,30,,,,399961.68,45370.23,2025
891868,1476,ŠENTJERNEJ,ŠENTJERNEJ,209,1,,ŠENTJERNEJ,TUROPOLJE,15,,,5,1,2,,,86,,,,1967,1 - stanovanje v enostanovanjski stavbi,nadstropje,,399.5,143.7," bivalni prostor | klet | odprta terasa, balkon, loža",86,,,,526695.03,78586.48,2025
891911,678,SPODNJE RADVANJE,MARIBOR,3031,3,P.12,MARIBOR,ULICA EVE LOVŠE,7,,3,5,1,2,,,10.7,,,,2022,"49 - banka, pošta, zavarovalnica",pritličje,,10.7,10.7, poslovni prostor,10.7,,,,549184.33,155614.96,2025
891858,1724,BREZOVICA,BREZOVICA,2387,1,,BREZOVICA PRI LJUBLJANI,NA LAZIH,4,A,,1,1,,,,154.5,,,,1984,1 - Stanovanje v enostanovanjski stavbi,pritličje,,154.5,154.5, bivalni prostor,154.5,,,,454556.73,97414.71,2025
891940,1660,UNEC,CERKNICA,85,3,,UNEC,,21,,3,5,1,3,,,241.2,,,,1989,9 - poslovni del stavbe,nadstropje,,241.2,241.2, poslovni prostor,241.2,,,,444763.99,75766.69,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,70,2N.44,MARIBOR,ULICA EVE LOVŠE,7,,62,5,1,3,,,17.3,,,,2022,9 - poslovni del stavbe,nadstropje,,17.3,17.3, poslovni prostor,17.3,,,,549184.33,155614.96,2025
892070,659,TABOR,MARIBOR,1295,38,,MARIBOR,LJUBLJANSKA ULICA,19,a,38,2,1,,,,40.8,,,,1969,2 - stanovanje,nadstropje,,40.8,34.7," bivalni prostor | klet | odprta terasa, balkon, loža",34.7,,,,549601.61,156890.48,2025
892083,658,KOROŠKA VRATA,MARIBOR,735,32,,MARIBOR,KOČEVARJEVA ULICA,8,,32,2,1,,,,41.4,,,,1960,2 - stanovanje,nadstropje,,41.4,34.5," bivalni prostor | klet | odprta terasa, balkon, loža",34.5,,,,548611.5,158014.3,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,275,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,278,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,285,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,290,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,294,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,295,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,297,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
892089,2392,AJDOVŠČINA,AJDOVŠČINA,1910,2,,,,,,,5,0,3,,,20.2,,,,2004,21 - skladišče,nadstropje,,167.1,167.1, proizvodni in skladiščni prostor,,,,,415385.83,83253.89,2025
892091,2392,AJDOVŠČINA,AJDOVŠČINA,1910,2,,,,,,,5,0,3,,,20.2,,,,2004,21 - skladišče,nadstropje,,167.1,167.1, proizvodni in skladiščni prostor,,,,,415385.83,83253.89,2025
892080,678,SPODNJE RADVANJE,MARIBOR,3031,54,2N.27,MARIBOR,ULICA EVE LOVŠE,7,,46,5,1,3,,,18.3,,,,2022,9 - poslovni del stavbe,nadstropje,,18.3,18.3, poslovni prostor,18.3,,,,549184.33,155614.96,2025
